"DATE","county","max_prcp","min_prcp","mean_prcp"
"2022-11-12","Franklin County",0.17,0,0.085
"2022-11-12","Gadsden County",0.01,0,0.005
"2022-11-12","Gilchrist County",0,0,0
"2022-11-12","Glades County",0,0,0
"2022-11-12","Gulf County",0.02,0,0.01
"2022-11-12","Hamilton County",0.06,0.06,0.06
"2022-11-12","Hardee County",0,0,0
"2022-11-12","Hendry County",0.02,0,0.00571428571428571
"2022-11-12","Hernando County",0.03,0,0.00818181818181818
"2022-11-12","Highlands County",0.05,0,0.008
"2022-11-12","Hillsborough County",2.5,0,0.180222222222222
"2022-11-12","Holmes County",0.01,0,0.005
"2022-11-12","Indian River County",0.02,0,0.00416666666666667
"2022-11-12","Jackson County",0.01,0,0.005
"2022-11-12","Jefferson County",0.05,0,0.0166666666666667
"2022-11-12","Lafayette County",0,0,0
"2022-11-12","Lake County",0.32,0,0.0623809523809524
"2022-11-12","Lee County",0.02,0,0.0025
"2022-11-12","Leon County",0.05,0,0.0157142857142857
"2022-11-12","Levy County",0.14,0,0.0466666666666667
"2022-11-12","Madison County",0,0,0
"2022-11-12","Manatee County",0.06,0,0.0107692307692308
"2022-11-12","Marion County",0.04,0,0.0105263157894737
"2022-11-12","Martin County",0.7,0,0.185625
"2022-11-12","Miami-Dade County",1.16,0,0.0912
"2022-11-12","Monroe County",0.13,0,0.00869565217391304
"2022-11-12","Nassau County",0.02,0,0.005
"2022-11-12","Okaloosa County",0,0,0
"2022-11-12","Okeechobee County",0,0,0
"2022-11-12","Orange County",0.74,0,0.198235294117647
"2022-11-12","Osceola County",0.28,0,0.0966666666666667
"2022-11-12","Palm Beach County",0.88,0,0.0728571428571429
"2022-11-12","Pasco County",0.14,0,0.0421428571428571
"2022-11-12","Pinellas County",1.4,0,0.365161290322581
"2022-11-12","Polk County",0.61,0,0.116666666666667
"2022-11-12","Putnam County",0.01,0,0.00111111111111111
"2022-11-12","Santa Rosa County",0,0,0
"2022-11-12","Sarasota County",0.36,0,0.0586363636363636
"2022-11-12","Seminole County",0.18,0,0.0375
"2022-11-12","St. Johns County",0.03,0,0.00818181818181818
"2022-11-12","St. Lucie County",0.22,0,0.0446153846153846
"2022-11-12","Sumter County",0.01,0,0.004
"2022-11-12","Suwannee County",0.05,0,0.0125
"2022-11-12","Taylor County",0,0,0
"2022-11-12","Volusia County",0.23,0,0.04
"2022-11-12","Wakulla County",0,0,0
"2022-11-12","Walton County",0,0,0
"2022-11-12","Washington County",0.03,0,0.0075
"2022-11-13","Alachua County",0.06,0,0.0107692307692308
"2022-11-13","Baker County",0.02,0,0.00666666666666667
"2022-11-13","Bay County",0,0,0
"2022-11-13","Brevard County",1.98,0,0.0804878048780488
"2022-11-13","Broward County",0.27,0,0.0434615384615385
"2022-11-13","Charlotte County",0.03,0,0.00230769230769231
"2022-11-13","Citrus County",0.04,0,0.0153846153846154
"2022-11-13","Clay County",0,0,0
"2022-11-13","Collier County",0.01,0,0.000833333333333333
"2022-11-13","Columbia County",0.06,0,0.032
"2022-11-13","DeSoto County",0,0,0
"2022-11-13","Dixie County",0,0,0
"2022-11-13","Duval County",0,0,0
"2022-11-13","Escambia County",0,0,0
"2022-11-13","Flagler County",0,0,0
"2022-11-13","Franklin County",0.18,0,0.09
"2022-11-13","Gadsden County",0,0,0
"2022-11-13","Gilchrist County",0.03,0.03,0.03
"2022-11-13","Glades County",0.6,0,0.18
"2022-11-13","Gulf County",0,0,0
"2022-11-13","Hamilton County",0.04,0.04,0.04
"2022-11-13","Hardee County",0,0,0
