"fips_code","county","date","total_outage","prev_outage"
12065,"Jefferson",2022-11-09,4.25,0
12065,"Jefferson",2022-11-10,3565,4.25
12065,"Jefferson",2022-11-11,3772.5,3565
12065,"Jefferson",2022-11-12,2.75,3772.5
12065,"Jefferson",2022-11-13,7,2.75
12065,"Jefferson",2022-11-15,20,7
12065,"Jefferson",2022-11-16,0.25,20
12065,"Jefferson",2022-11-17,6.5,0.25
12065,"Jefferson",2022-11-18,2,6.5
12065,"Jefferson",2022-11-19,1.75,2
12065,"Jefferson",2022-11-21,31.5,1.75
12065,"Jefferson",2022-11-22,2.25,31.5
12065,"Jefferson",2022-11-23,0,2.25
12065,"Jefferson",2022-11-24,1.5,0
12067,"Lafayette",2022-11-06,4.5,NA
12067,"Lafayette",2022-11-07,9,4.5
12067,"Lafayette",2022-11-08,113.25,9
12067,"Lafayette",2022-11-09,8.5,113.25
12067,"Lafayette",2022-11-10,1267.25,8.5
12067,"Lafayette",2022-11-11,890.75,1267.25
12067,"Lafayette",2022-11-12,27.5,890.75
12067,"Lafayette",2022-11-13,3.5,27.5
12067,"Lafayette",2022-11-14,29,3.5
12067,"Lafayette",2022-11-15,0.25,29
12067,"Lafayette",2022-11-16,0.75,0.25
12067,"Lafayette",2022-11-17,35.5,0.75
12067,"Lafayette",2022-11-18,0.25,35.5
12067,"Lafayette",2022-11-19,0,0.25
12067,"Lafayette",2022-11-21,8.5,0
12067,"Lafayette",2022-11-22,7.5,8.5
12067,"Lafayette",2022-11-23,3.25,7.5
12069,"Lake",2022-11-06,1173.25,NA
12069,"Lake",2022-11-07,192,1173.25
12069,"Lake",2022-11-08,160.25,192
12069,"Lake",2022-11-09,2940,160.25
