"fips_code","county","date","total_outage","prev_outage"
12031,"Duval",2020-11-05,758.75,NA
12031,"Duval",2020-11-06,377,758.75
12031,"Duval",2020-11-07,564.5,377
12031,"Duval",2020-11-08,1686.25,564.5
12031,"Duval",2020-11-09,644.25,1686.25
12031,"Duval",2020-11-10,4788,644.25
12031,"Duval",2020-11-11,60,4788
12031,"Duval",2020-11-12,1243,60
12031,"Duval",2020-11-13,552.5,1243
12031,"Duval",2020-11-14,1238.5,552.5
12031,"Duval",2020-11-15,2030.5,1238.5
12031,"Duval",2020-11-16,1667.75,2030.5
12031,"Duval",2020-11-17,144.75,1667.75
12031,"Duval",2020-11-18,360.5,144.75
12031,"Duval",2020-11-19,1108.25,360.5
12031,"Duval",2020-11-20,1269.25,1108.25
12031,"Duval",2020-11-21,59.25,1269.25
12031,"Duval",2020-11-22,67,59.25
12031,"Duval",2020-11-23,3044.5,67
12033,"Escambia",2020-11-05,87.75,NA
12033,"Escambia",2020-11-06,131,87.75
12033,"Escambia",2020-11-07,2585,131
12033,"Escambia",2020-11-08,202.25,2585
12033,"Escambia",2020-11-09,233,202.25
12033,"Escambia",2020-11-10,171.75,233
12033,"Escambia",2020-11-11,303.75,171.75
12033,"Escambia",2020-11-12,604.25,303.75
12033,"Escambia",2020-11-13,78.25,604.25
12033,"Escambia",2020-11-14,576.5,78.25
12033,"Escambia",2020-11-15,50.75,576.5
12033,"Escambia",2020-11-16,64,50.75
12033,"Escambia",2020-11-17,1180.5,64
12033,"Escambia",2020-11-18,1393.25,1180.5
12033,"Escambia",2020-11-19,60.75,1393.25
12033,"Escambia",2020-11-20,122,60.75
12033,"Escambia",2020-11-21,35.75,122
12033,"Escambia",2020-11-22,84,35.75
12033,"Escambia",2020-11-23,24,84
12035,"Flagler",2020-11-05,213.25,NA
12035,"Flagler",2020-11-06,32.25,213.25
12035,"Flagler",2020-11-07,80.5,32.25
12035,"Flagler",2020-11-08,114.75,80.5
12035,"Flagler",2020-11-09,4376.5,114.75
12035,"Flagler",2020-11-10,2033.75,4376.5
12035,"Flagler",2020-11-11,27.25,2033.75
12035,"Flagler",2020-11-12,991,27.25
12035,"Flagler",2020-11-13,353,991
12035,"Flagler",2020-11-14,322.75,353
12035,"Flagler",2020-11-15,198.75,322.75
12035,"Flagler",2020-11-16,141.5,198.75
12035,"Flagler",2020-11-17,244.25,141.5
12035,"Flagler",2020-11-18,30.25,244.25
12035,"Flagler",2020-11-19,59.25,30.25
12035,"Flagler",2020-11-20,35,59.25
12035,"Flagler",2020-11-21,58.5,35
12035,"Flagler",2020-11-22,138.5,58.5
12035,"Flagler",2020-11-23,70,138.5
12037,"Franklin",2020-11-05,2,NA
12037,"Franklin",2020-11-06,0,2
12037,"Franklin",2020-11-07,1.5,0
12037,"Franklin",2020-11-08,1.75,1.5
12037,"Franklin",2020-11-09,1,1.75
12037,"Franklin",2020-11-10,744,1
12037,"Franklin",2020-11-11,8.5,744
12037,"Franklin",2020-11-12,2.25,8.5
12037,"Franklin",2020-11-13,0.75,2.25
12037,"Franklin",2020-11-14,0,0.75
12037,"Franklin",2020-11-15,0,0
12037,"Franklin",2020-11-16,8.5,0
12037,"Franklin",2020-11-17,27.75,8.5
12037,"Franklin",2020-11-18,21.5,27.75
12037,"Franklin",2020-11-19,13.5,21.5
12037,"Franklin",2020-11-20,10.5,13.5
12037,"Franklin",2020-11-21,2.25,10.5
12037,"Franklin",2020-11-22,0,2.25
12037,"Franklin",2020-11-23,47.25,0
12039,"Gadsden",2020-11-05,108.5,NA
12039,"Gadsden",2020-11-06,1.25,108.5
12039,"Gadsden",2020-11-07,21.5,1.25
12039,"Gadsden",2020-11-08,4,21.5
12039,"Gadsden",2020-11-09,51.75,4
12039,"Gadsden",2020-11-10,96.75,51.75
12039,"Gadsden",2020-11-11,15.25,96.75
12039,"Gadsden",2020-11-12,65.25,15.25
12039,"Gadsden",2020-11-13,11,65.25
12039,"Gadsden",2020-11-14,0,11
12039,"Gadsden",2020-11-15,0,0
12039,"Gadsden",2020-11-16,9,0
12039,"Gadsden",2020-11-17,1.5,9
12039,"Gadsden",2020-11-18,502,1.5
12039,"Gadsden",2020-11-19,16.5,502
12039,"Gadsden",2020-11-20,12,16.5
12039,"Gadsden",2020-11-21,3,12
12039,"Gadsden",2020-11-22,0.25,3
12039,"Gadsden",2020-11-23,30.5,0.25
12041,"Gilchrist",2020-11-05,0.5,NA
12041,"Gilchrist",2020-11-06,0.75,0.5
12041,"Gilchrist",2020-11-07,0,0.75
12041,"Gilchrist",2020-11-08,7,0
12041,"Gilchrist",2020-11-09,21,7
12041,"Gilchrist",2020-11-10,14.5,21
12041,"Gilchrist",2020-11-11,17.75,14.5
12041,"Gilchrist",2020-11-12,3534.25,17.75
12041,"Gilchrist",2020-11-13,18.75,3534.25
